year,serial,month,cpsid,asecflag,asecwth,pernum,cpsidp,cpsidv,asecwt,age,sex,empstat,occ2010,ind1990,uhrsworkt,educ,incwage,implied_hourly_wage
2025,51592,3,20241205709100,1,1954.59,2,20241205709102,202412057091021,1954.59,68,Male,10,4020,641,40,73,49000,23.557692307692307
2025,51603,3,20251305160300,1,999.54,2,20251305160302,202513051603021,1163.74,66,Female,10,5520,410,40,81,48000,23.076923076923077
2025,51604,3,20251305160400,1,1343.87,1,20251305160401,202513051604011,1343.87,66,Male,10,9600,142,40,111,35000,16.826923076923077
2025,51604,3,20251305160400,1,1343.87,2,20251305160402,202513051604021,1343.87,72,Female,10,2310,842,40,123,45637,21.940865384615385
2025,51605,3,20251305160500,1,1610.19,1,20251305160501,202513051605011,1610.19,63,Female,10,5250,922,40,123,75000,36.05769230769231
2025,51607,3,20251305160700,1,1090.01,1,20251305160701,202513051607011,1090.01,40,Female,10,4720,621,40,60,22002,10.577884615384615
2025,51607,3,20251305160700,1,1090.01,2,20251305160702,202513051607021,1090.01,60,Male,10,8965,180,40,73,50000,24.03846153846154
2025,51609,3,20251305160900,1,1521.92,1,20251305160901,202513051609011,1521.92,85,Male,10,5610,391,65,73,98700,29.201183431952664
2025,51610,3,20241305193000,1,1122.85,1,20241305193001,202413051930011,1122.85,55,Male,10,1107,711,40,123,50000,24.03846153846154
2025,51610,3,20241305193000,1,1122.85,2,20241305193002,202413051930021,1122.85,49,Female,10,5000,700,40,92,50000,24.03846153846154
2025,51610,3,20241305193000,1,1122.85,3,20241305193003,202413051930031,1634.74,25,Male,10,1410,450,40,111,50000,24.03846153846154
2025,51612,3,20240202091100,1,2211.92,1,20240202091102,202402020911021,2211.92,36,Male,10,50,332,50,81,60000,23.076923076923077
2025,51612,3,20240202091100,1,2211.92,2,20240202091101,202402020911011,1769.07,70,Male,10,2100,841,55,123,200000,69.93006993006993
2025,51614,3,20250202019300,1,1942.47,1,20250202019301,202502020193011,1942.47,41,Male,10,7420,441,40,81,60000,28.846153846153847
2025,51622,3,20250301070500,1,2651.41,1,20250301070501,202503010705011,2651.41,23,Male,10,6260,741,72,73,85000,22.70299145299145
2025,51623,3,20241205610200,1,1208.47,1,20241205610201,202412056102011,1208.47,33,Male,10,3800,910,56,73,112000,38.46153846153846
2025,51623,3,20241205610200,1,1208.47,2,20241205610202,202412056102021,1208.47,32,Female,10,4110,641,32,81,34000,20.432692307692307
2025,51627,3,20240300631700,1,2000.48,1,20240300631701,202403006317011,2000.48,62,Male,10,3060,812,70,125,180000,49.45054945054945
2025,51627,3,20240300631700,1,2000.48,2,20240300631702,202403006317021,2000.48,63,Female,10,3255,831,36,91,55000,29.38034188034188
2025,51630,3,20250100006900,1,1876.68,1,20250100006901,202501000069011,1876.68,68,Male,10,9030,60,40,111,130000,62.5
2025,51638,3,20250204266800,1,2315.27,1,20250204266801,202502042668011,2315.27,34,Male,10,2330,842,40,111,58650,28.197115384615383
2025,51638,3,20250204266800,1,2315.27,2,20250204266802,202502042668021,2315.27,33,Female,10,3300,831,40,111,71165,34.21394230769231
2025,51643,3,20241202399300,1,1342.38,3,20241202399303,202412023993031,1448.41,56,Female,10,5520,922,40,73,74000,35.57692307692308
2025,51644,3,20241205197500,1,1244.0,2,20241205197502,202412051975021,1244.0,47,Female,10,4520,791,48,81,40000,16.025641025641026
2025,51644,3,20241205197500,1,1244.0,3,20241205197504,202412051975041,1717.92,25,Female,10,4520,791,48,73,36000,14.423076923076923
2025,51646,3,20250205286300,1,2331.87,1,20250205286301,202502052863011,2331.87,27,Male,10,8740,451,40,111,74000,35.57692307692308
2025,51649,3,20231200004800,1,2029.18,2,20231200004802,202312000048021,2029.18,58,Female,10,4030,842,40,91,24000,11.538461538461538
2025,51654,3,20231200001200,1,1673.93,2,20231200001202,202312000012021,1673.93,73,Male,10,4850,550,40,81,57500,27.64423076923077
2025,51655,3,20250305454100,1,1218.17,1,20250305454101,202503054541011,1218.17,34,Male,10,9130,60,40,73,42000,20.192307692307693
2025,51655,3,20250305454100,1,1218.17,2,20250305454102,202503054541021,1218.17,37,Female,10,4850,550,40,73,42000,20.192307692307693
2025,51656,3,20240205783500,1,2233.83,3,20240205783503,202402057835031,2080.28,38,Male,10,6200,60,40,81,70000,33.65384615384615
2025,51664,3,20241305199200,1,1573.93,1,20241305199201,202413051992011,1573.93,45,Female,10,4230,761,40,73,22000,10.576923076923077
2025,51669,3,20251305166900,1,1969.95,1,20251305166901,202513051669011,1969.95,40,Male,10,9610,932,40,73,63000,30.28846153846154
2025,51669,3,20251305166900,1,1969.95,2,20251305166902,202513051669021,1969.95,52,Female,10,4720,580,32,73,18300,10.997596153846153
2025,51671,3,20251305167100,1,1772.49,1,20251305167101,202513051671011,1772.49,54,Male,10,430,342,40,73,60000,28.846153846153847
2025,51671,3,20251305167100,1,1772.49,2,20251305167102,202513051671021,1343.25,27,Male,10,7750,351,40,81,60000,28.846153846153847
2025,51671,3,20251305167100,1,1772.49,3,20251305167103,202513051671031,1343.25,32,Female,10,5700,292,40,81,20000,9.615384615384615
2025,51673,3,20251305167300,1,1694.25,2,20251305167302,202513051673021,3671.75,26,Male,10,7750,351,40,81,38400,18.46153846153846
2025,51673,3,20251305167300,1,1694.25,3,20251305167303,202513051673031,3274.31,18,Female,10,4720,601,4,60,2040,9.807692307692308
2025,51674,3,20251305167400,1,1223.38,1,20251305167401,202513051674011,1223.38,40,Male,10,4030,641,40,81,32450,15.600961538461538
2025,51675,3,20241305200500,1,1344.51,2,20241305200502,202413052005021,1649.69,51,Female,10,4510,772,53,73,20000,7.256894049346879
2025,51678,3,20241305200600,1,1576.63,2,20241305200602,202413052006021,2299.48,40,Female,10,4760,631,40,111,25500,12.259615384615385
2025,51679,3,20241305200700,1,2663.93,1,20241305200701,202413052007011,2663.93,37,Male,10,9130,410,40,73,50000,24.03846153846154
2025,51680,3,20241305200900,1,1103.65,2,20241305200902,202413052009021,1103.65,62,Female,10,8740,120,16,81,20000,24.03846153846154
2025,51681,3,20251305168100,1,3074.21,2,20251305168102,202513051681021,2805.18,18,Male,10,4720,601,18,60,3200,3.4188034188034186
2025,51681,3,20251305168100,1,3074.21,4,20251305168104,202513051681041,3074.21,35,Female,10,4020,641,30,91,17000,10.897435897435898
2025,51687,3,20240306952800,1,3019.64,1,20240306952801,202403069528011,3019.64,20,Female,10,4600,862,40,71,15000,7.211538461538462
2025,51687,3,20240306952800,1,3019.64,2,20240306952802,202403069528021,3019.64,22,Male,10,9630,610,40,60,18000,8.653846153846153
2025,51689,3,20250200882000,1,2521.37,1,20250200882001,202502008820011,2521.37,33,Male,10,7315,60,40,91,80000,38.46153846153846
2025,51693,3,20250202358000,1,2992.87,1,20250202358001,202502023580011,2992.87,52,Female,10,1430,120,40,73,46200,22.21153846153846
2025,51698,3,20250106505400,1,1025.77,2,20250106505402,202501065054021,1025.77,54,Male,10,8965,351,40,81,46000,22.115384615384617
2025,51698,3,20250106505400,1,1025.77,3,20250106505404,202501065054041,1494.14,26,Male,10,8965,250,64,73,18900,5.679086538461538
2025,51698,3,20250106505400,1,1025.77,5,20250106505405,202501065054051,1494.14,22,Female,10,310,641,40,73,40000,19.23076923076923
2025,51701,3,20250202228300,1,1288.8,3,20250202228303,202502022283031,1309.17,18,Female,10,4110,641,30,73,12000,7.6923076923076925
2025,51702,3,20240200652600,1,2371.19,1,20240200652601,202402006526011,2371.19,39,Female,10,1050,731,40,81,40000,19.23076923076923
2025,51703,3,20240203581100,1,2233.83,1,20240203581101,202402035811011,2233.83,69,Male,12,7330,850,32,81,35000,21.033653846153847
2025,51705,3,20240102235100,1,2638.62,2,20240102235102,202401022351021,1942.79,46,Female,10,4020,641,40,73,50000,24.03846153846154
2025,51715,3,20240303950900,1,2003.62,1,20240303950901,202403039509011,2003.62,47,Male,10,5810,141,50,73,75000,28.846153846153847
2025,51715,3,20240303950900,1,2003.62,2,20240303950902,202403039509021,2003.62,47,Female,10,3510,831,40,81,35000,16.826923076923077
2025,51727,3,20250203097700,1,2636.67,1,20250203097701,202502030977011,2636.67,45,Female,10,3500,840,40,91,68000,32.69230769230769
2025,51727,3,20250203097700,1,2636.67,2,20250203097702,202502030977021,2636.67,41,Male,10,7700,262,40,73,48000,23.076923076923077
2025,51733,3,20251305173300,1,2219.1,2,20251305173302,202513051733021,1276.01,24,Male,10,2000,850,40,111,30000,14.423076923076923
2025,51735,3,20251305173500,1,1610.19,1,20251305173501,202513051735011,1610.19,57,Female,10,5860,762,40,81,14662,7.049038461538461
2025,51738,3,20251305173800,1,1988.78,1,20251305173801,202513051738011,1988.78,47,Male,10,2000,910,40,123,48750,23.4375
2025,51738,3,20251305173800,1,1988.78,2,20251305173802,202513051738021,1988.78,47,Female,10,4600,862,40,73,42000,20.192307692307693
2025,51742,3,20251305174200,1,1885.16,1,20251305174201,202513051742011,1885.16,30,Male,10,6440,470,40,73,50000,24.03846153846154
2025,51742,3,20251305174200,1,1885.16,2,20251305174202,202513051742021,1885.16,27,Female,10,5160,700,40,81,40000,19.23076923076923
2025,51744,3,20241305208900,1,1158.01,1,20241305208901,202413052089011,1158.01,47,Female,10,2310,842,40,123,64000,30.76923076923077
2025,51745,3,20241305209000,1,2018.0,1,20241305209001,202413052090011,2018.0,56,Male,10,8140,311,40,73,56000,26.923076923076923
2025,51751,3,20240302370200,1,1998.62,1,20240302370201,202403023702011,1998.62,64,Male,10,5620,812,10,92,25000,48.07692307692308
2025,51751,3,20240302370200,1,1998.62,2,20240302370202,202403023702021,1998.62,61,Female,10,5165,700,40,73,49000,23.557692307692307
2025,51762,3,20241200640400,1,2271.88,1,20241200640401,202412006404011,2271.88,48,Female,10,2145,841,40,111,65500,31.490384615384617
2025,51762,3,20241200640400,1,2271.88,2,20241200640402,202412006404021,2271.88,54,Male,10,6420,450,40,111,75200,36.15384615384615
2025,51768,3,20240304586300,1,1436.71,1,20240304586301,202403045863011,1436.71,55,Female,10,2200,850,40,125,126000,60.57692307692308
2025,51770,3,20250202759800,1,1253.35,1,20250202759801,202502027598011,1253.35,40,Male,10,1050,732,40,111,58000,27.884615384615383
2025,51770,3,20250202759800,1,1253.35,2,20250202759802,202502027598021,1253.35,39,Female,10,3850,910,40,92,60000,28.846153846153847
2025,51772,3,20240204656900,1,2900.27,1,20240204656901,202402046569011,2900.27,56,Male,10,8610,700,40,73,55000,26.442307692307693
2025,51772,3,20240204656900,1,2900.27,2,20240204656902,202402046569021,2900.27,51,Female,10,5120,890,40,73,45000,21.634615384615383
2025,51772,3,20240204656900,1,2900.27,3,20240204656903,202402046569031,3359.62,40,Male,10,6355,60,40,73,40000,19.23076923076923
2025,51775,3,20240304608400,1,2084.1,1,20240304608401,202403046084012,2084.1,52,Female,10,4610,840,40,123,160000,76.92307692307692
2025,51775,3,20240304608400,1,2084.1,2,20240304608402,202403046084022,2084.1,57,Male,10,850,710,40,123,85000,40.86538461538461
2025,51776,3,20240202163800,1,2900.27,1,20240202163801,202402021638011,2900.27,56,Male,10,3258,830,40,123,56001,26.923557692307693
2025,51777,3,20231200007300,1,2087.78,1,20231200007301,202312000073011,2087.78,56,Female,10,3255,831,40,111,125000,60.09615384615385
2025,51778,3,20240102283500,1,2268.6,1,20240102283501,202401022835011,2268.6,24,Female,10,4010,641,40,73,30000,14.423076923076923
2025,51778,3,20240102283500,1,2268.6,2,20240102283502,202401022835021,2090.47,27,Female,10,4010,641,40,81,17000,8.173076923076923
2025,51780,3,20240203714800,1,1832.06,1,20240203714801,202402037148011,1832.06,40,Male,10,3255,831,40,111,55000,26.442307692307693
2025,51780,3,20240203714800,1,1832.06,2,20240203714802,202402037148021,1832.06,42,Female,10,5700,682,40,111,30000,14.423076923076923
2025,51783,3,20250102286800,1,943.24,1,20250102286801,202501022868011,943.24,45,Male,10,1060,732,40,91,45000,21.634615384615383
2025,51783,3,20250102286800,1,943.24,3,20250102286803,202501022868031,943.24,46,Female,10,5160,701,40,91,140000,67.3076923076923
2025,51794,3,20240202410800,1,3365.76,1,20240202410801,202402024108011,3365.76,56,Female,10,9640,351,40,73,60000,28.846153846153847
2025,51802,3,20251305180200,1,3124.18,1,20251305180201,202513051802011,3124.18,32,Male,10,1530,900,40,111,68000,32.69230769230769
2025,51802,3,20251305180200,1,3124.18,2,20251305180202,202513051802021,3124.18,28,Female,10,420,871,40,111,30000,14.423076923076923
2025,51803,3,20251305180300,1,2320.13,1,20251305180301,202513051803011,2320.13,20,Male,10,9130,401,40,40,30000,14.423076923076923
2025,51803,3,20251305180300,1,2320.13,2,20251305180302,202513051803021,2117.18,28,Male,10,9130,410,40,71,25000,12.01923076923077
2025,51809,3,20251305180900,1,2729.54,1,20251305180901,202513051809011,2729.54,40,Male,10,4760,591,40,92,64000,30.76923076923077
2025,51811,3,20251305181100,1,1407.27,1,20251305181101,202513051811011,1407.27,29,Male,10,7410,60,40,40,33000,15.865384615384615
2025,51812,3,20251305181200,1,1572.0,1,20251305181201,202513051812011,1572.0,59,Male,10,9600,391,40,73,40000,19.23076923076923
2025,51812,3,20251305181200,1,1572.0,2,20251305181202,202513051812021,1572.0,58,Female,10,7750,351,40,81,35000,16.826923076923077
2025,51812,3,20251305181200,1,1572.0,3,20251305181203,202513051812031,2180.96,40,Female,10,7750,351,40,60,35000,16.826923076923077
2025,51813,3,20251305181300,1,1998.51,1,20251305181301,202513051813011,1998.51,39,Male,10,2200,850,40,125,108000,51.92307692307692
2025,51814,3,20251305181400,1,1732.4,1,20251305181401,202513051814011,1732.4,57,Male,10,430,60,40,91,75000,36.05769230769231
2025,51816,3,20241305215900,1,2967.29,1,20241305215901,202413052159011,2967.29,29,Female,10,1650,850,30,123,80000,51.282051282051285
2025,51816,3,20241305215900,1,2967.29,3,20241305215903,202413052159031,1492.31,61,Female,10,4760,631,40,111,27000,12.98076923076923
2025,51817,3,20241305216000,1,1270.26,1,20241305216001,202413052160010,1270.26,29,Female,10,4710,711,40,92,45180,21.721153846153847
2025,51817,3,20241305216000,1,1270.26,2,20241305216002,202413052160020,1270.26,65,Male,10,220,60,40,111,80000,38.46153846153846
2025,51818,3,20241305216100,1,1239.54,1,20241305216101,202413052161011,1239.54,42,Male,10,5610,391,40,81,26000,12.5
2025,51820,3,20251305182000,1,1756.95,1,20251305182001,202513051820011,1756.95,56,Male,10,8740,351,40,73,22000,10.576923076923077
2025,51820,3,20251305182000,1,1756.95,2,20251305182002,202513051820021,1756.95,53,Female,10,5840,840,40,81,23000,11.057692307692308
2025,51821,3,20250302516200,1,2260.51,1,20250302516201,202503025162011,2260.51,50,Female,10,1006,280,40,111,90000,43.26923076923077
2025,51821,3,20250302516200,1,2260.51,2,20250302516202,202503025162021,2260.51,58,Male,10,7220,582,32,111,2000,1.2019230769230769
2025,51821,3,20250302516200,1,2260.51,3,20250302516203,202503025162031,3062.06,25,Female,10,1540,882,40,91,35000,16.826923076923077
2025,51821,3,20250302516200,1,2260.51,4,20250302516204,202503025162041,2640.68,23,Male,10,4020,641,40,92,10000,4.8076923076923075
2025,51823,3,20240303174800,1,1616.45,1,20240303174801,202403031748011,1616.45,33,Male,10,3160,840,40,124,93000,44.71153846153846
2025,51827,3,20250105126500,1,2500.41,3,20250105126503,202501051265031,4178.08,30,Male,10,310,641,50,73,42000,16.153846153846153
2025,51828,3,20240100204600,1,1277.01,1,20240100204601,202401002046011,1277.01,42,Male,10,10,441,40,123,156000,75.0
2025,51828,3,20240100204600,1,1277.01,2,20240100204602,202401002046021,1277.01,42,Female,10,430,932,40,123,145000,69.71153846153847
2025,51829,3,20240200762400,1,2400.31,1,20240200762401,202402007624011,2400.31,47,Male,10,1105,732,40,92,120000,57.69230769230769
2025,51829,3,20240200762400,1,2400.31,2,20240200762402,202402007624021,2400.31,46,Male,10,4020,641,40,92,22880,11.0
2025,51830,3,20241201514600,1,3052.3,1,20241201514601,202412015146011,3052.3,31,Male,10,7700,270,40,111,200000,96.15384615384616
2025,51831,3,20240303838100,1,1573.24,1,20240303838101,202403038381011,1573.24,34,Male,10,220,60,40,123,165000,79.32692307692308
2025,51831,3,20240303838100,1,1573.24,2,20240303838102,202403038381021,1573.24,33,Female,10,3255,831,12,111,28000,44.87179487179487
2025,51832,3,20250202246800,1,1527.36,1,20250202246801,202502022468011,1527.36,60,Male,10,1320,362,40,111,150000,72.11538461538461
2025,51834,3,20250302456900,1,3482.23,1,20250302456901,202503024569011,3482.23,24,Male,10,8810,751,40,73,32000,15.384615384615385
2025,51834,3,20250302456900,1,3482.23,2,20250302456902,202503024569021,3482.23,21,Female,10,3600,870,40,73,20000,9.615384615384615
2025,51839,3,20241305218700,1,2057.58,1,20241305218701,202413052187011,2057.58,47,Male,10,4520,791,45,73,15600,6.666666666666667
2025,51839,3,20241305218700,1,2057.58,3,20241305218703,202413052187031,2057.58,46,Female,10,4520,791,45,73,42000,17.94871794871795
2025,51840,3,20241305218800,1,1417.4,1,20241305218801,202413052188011,1417.4,48,Female,10,4520,791,45,73,25000,10.683760683760683
2025,51840,3,20241305218800,1,1417.4,2,20241305218802,202413052188021,1417.4,49,Male,10,4520,791,40,73,70000,33.65384615384615
2025,51842,3,20250204988800,1,1125.22,2,20250204988803,202502049888031,1421.95,17,Female,10,4720,601,15,50,5000,6.410256410256411
2025,51842,3,20250204988800,1,1125.22,3,20250204988802,202502049888021,1125.22,40,Female,10,5400,820,32,73,25000,15.024038461538462
2025,51843,3,20240301893900,1,1633.1,1,20240301893901,202403018939011,1633.1,32,Male,10,7410,450,40,91,137000,65.86538461538461
2025,51843,3,20240301893900,1,1633.1,2,20240301893902,202403018939021,1633.1,27,Female,10,3255,831,40,111,78000,37.5
2025,51845,3,20241305219100,1,2690.96,1,20241305219101,202413052191011,2690.96,33,Male,10,4230,762,20,73,30000,28.846153846153847
2025,51845,3,20241305219100,1,2690.96,2,20241305219102,202413052191021,2877.73,33,Female,10,4510,772,10,81,500,0.9615384615384616
2025,51847,3,20240303231700,1,1249.76,1,20240303231701,202403032317011,1249.76,59,Female,10,3255,831,40,111,135000,64.90384615384616
2025,51848,3,20250301899500,1,2178.63,1,20250301899501,202503018995011,2178.63,64,Male,10,650,850,10,73,36000,69.23076923076923
2025,51848,3,20250301899500,1,2178.63,2,20250301899502,202503018995021,2178.63,59,Female,10,800,711,40,111,75000,36.05769230769231
2025,51849,3,20250305449300,1,2178.63,2,20250305449302,202503054493021,2178.63,59,Female,10,5000,880,40,92,92000,44.23076923076923
2025,51851,3,20231200011000,1,1019.48,3,20231200011003,202312000110031,3204.58,47,Male,10,4840,60,40,73,50000,24.03846153846154
2025,51853,3,20231200009800,1,2142.36,1,20231200009801,202312000098011,2142.36,35,Female,10,8965,411,32,111,49000,29.447115384615383
2025,51855,3,20231200009300,1,1023.01,3,20231200009303,202312000093031,1050.79,59,Female,10,7855,100,40,73,1099999,528.845673076923
2025,51858,3,20250102608200,1,2369.68,1,20250102608201,202501026082011,2369.68,54,Female,10,5120,880,20,73,17000,16.346153846153847
2025,51858,3,20250102608200,1,2369.68,2,20250102608202,202501026082021,2369.68,55,Male,10,6230,60,40,73,220000,105.76923076923077
2025,51858,3,20250102608200,1,2369.68,3,20250102608203,202501026082031,2640.62,25,Male,10,2320,842,60,111,70000,22.435897435897434
2025,51863,3,20251305186300,1,1579.72,1,20251305186301,202513051863011,1579.72,35,Male,10,6440,452,55,73,140000,48.95104895104895
2025,51865,3,20251305186500,1,1463.12,1,20251305186501,202513051865011,1463.12,26,Female,10,2310,842,40,111,52000,25.0
2025,51865,3,20251305186500,1,1463.12,2,20251305186502,202513051865021,1463.12,26,Male,10,3320,831,40,92,79000,37.98076923076923
2025,51866,3,20251305186600,1,1248.23,1,20251305186601,202513051866011,1248.23,33,Male,10,4850,521,45,111,80000,34.18803418803419
2025,51866,3,20251305186600,1,1248.23,2,20251305186602,202513051866021,1248.23,35,Female,10,4850,50,40,111,79000,37.98076923076923
2025,51872,3,20240204913400,1,1246.18,1,20240204913401,202402049134011,1246.18,35,Female,10,120,701,40,81,65000,31.25
2025,51872,3,20240204913400,1,1246.18,3,20240204913403,202402049134032,1380.45,16,Male,12,4110,641,4,30,600,2.8846153846153846
2025,51877,3,20250200599900,1,2572.11,1,20250200599901,202502005999011,2572.11,57,Male,10,9130,620,40,30,60000,28.846153846153847
2025,51878,3,20251305187800,1,1370.66,1,20251305187801,202513051878011,1370.66,43,Male,10,9620,450,40,111,150000,72.11538461538461
2025,51880,3,20240101804000,1,1754.21,1,20240101804001,202401018040011,1754.21,85,Male,10,10,60,20,111,1099999,1057.691346153846
2025,51881,3,20240106669400,1,2164.47,1,20240106669401,202401066694011,2164.47,67,Male,10,3060,840,40,125,222000,106.73076923076923
2025,51883,3,20240202835300,1,2338.26,1,20240202835301,202402028353011,2338.26,39,Male,10,5410,400,40,73,145000,69.71153846153847
2025,51884,3,20240101174400,1,2074.06,1,20240101174401,202401011744011,2074.06,59,Male,10,7700,271,40,73,130000,62.5
2025,51885,3,20240202161000,1,1084.56,1,20240202161001,202402021610011,1084.56,31,Female,10,1650,850,40,125,55000,26.442307692307693
2025,51885,3,20240202161000,1,1084.56,2,20240202161002,202402021610021,1084.56,34,Male,10,1107,850,40,73,45000,21.634615384615383
2025,51886,3,20240202985000,1,1034.25,1,20240202985001,202402029850011,1034.25,35,Male,10,1107,831,40,123,182000,87.5
2025,51889,3,20250300006000,1,3217.93,1,20250300006001,202503000060011,3217.93,35,Male,10,5630,812,40,123,120000,57.69230769230769
2025,51889,3,20250300006000,1,3217.93,2,20250300006002,202503000060021,3217.93,33,Female,10,3160,840,40,125,87000,41.82692307692308
2025,51892,3,20250106653800,1,1194.88,1,20250106653801,202501066538011,1194.88,51,Male,10,430,741,40,111,150000,72.11538461538461
2025,51894,3,20250203365800,1,2801.61,1,20250203365801,202502033658011,2801.61,59,Female,10,4965,900,40,111,1099999,528.845673076923
2025,51899,3,20240304664100,1,1262.25,1,20240304664101,202403046641011,1262.25,70,Male,10,3060,831,25,124,150000,115.38461538461539
2025,51900,3,20240104323600,1,2074.06,1,20240104323601,202401043236011,2074.06,55,Male,10,7700,270,52,111,140000,51.77514792899408
2025,51901,3,20240101879800,1,2993.26,1,20240101879801,202401018798011,2993.26,44,Male,10,3800,910,40,81,75000,36.05769230769231
2025,51904,3,20231200009200,1,1796.99,1,20231200009201,202312000092011,1796.99,80,Male,10,4920,712,35,123,60000,32.967032967032964
2025,51904,3,20231200009200,1,1796.99,2,20231200009202,202312000092021,1796.99,79,Female,10,4760,681,16,123,12000,14.423076923076923
2025,51905,3,20250305007800,1,3152.07,1,20250305007801,202503050078011,3152.07,38,Female,10,4000,641,40,81,60000,28.846153846153847
2025,51905,3,20250305007800,1,3152.07,2,20250305007803,202503050078031,3152.07,40,Male,10,4020,641,50,81,60000,23.076923076923077
2025,51905,3,20250305007800,1,3152.07,3,20250305007802,202503050078021,1857.11,21,Male,10,4140,641,40,81,20000,9.615384615384615
2025,51909,3,20250102979800,1,1626.48,1,20250102979801,202501029798011,1626.48,49,Female,10,1220,922,40,123,83000,39.90384615384615
2025,51912,3,20241200012600,1,3862.39,1,20241200012601,202412000126011,3862.39,28,Male,10,4965,901,40,73,75000,36.05769230769231
2025,51914,3,20250200539100,1,2696.09,1,20250200539101,202502005391011,2696.09,25,Male,10,3160,840,40,125,70000,33.65384615384615
2025,51914,3,20250200539100,1,2696.09,2,20250200539102,202502005391021,2696.09,24,Female,10,4760,623,40,111,36500,17.548076923076923
2025,51918,3,20240205540800,1,2626.15,1,20240205540801,202402055408011,2626.15,73,Female,10,2200,850,40,125,130000,62.5
2025,51919,3,20240305656400,1,1438.92,1,20240305656401,202403056564011,1438.92,40,Male,10,1410,882,40,123,200000,96.15384615384616
2025,51919,3,20240305656400,1,1438.92,2,20240305656402,202403056564021,1438.92,38,Female,10,3230,840,5,123,33280,128.0
2025,51927,3,20250300436700,1,1424.25,1,20250300436701,202503004367011,1424.25,37,Male,10,2340,642,40,125,100000,48.07692307692308
2025,51927,3,20250300436700,1,1424.25,2,20250300436702,202503004367021,1424.25,34,Female,10,4760,631,40,111,50000,24.03846153846154
2025,51928,3,20241202341200,1,1576.97,1,20241202341201,202412023412011,1576.97,37,Female,10,1006,700,40,111,77000,37.01923076923077
2025,51928,3,20241202341200,1,1576.97,2,20241202341202,202412023412021,1576.97,37,Male,10,1460,751,40,125,200000,96.15384615384616
2025,51929,3,20241201156900,1,2228.04,1,20241201156901,202412011569011,2228.04,63,Male,10,10,840,40,123,250000,120.1923076923077
2025,51930,3,20250200855200,1,2414.53,1,20250200855201,202502008552011,2414.53,35,Female,10,1740,850,70,125,73000,20.054945054945055
2025,51930,3,20250200855200,1,2414.53,2,20250200855202,202502008552021,2414.53,40,Male,10,2040,880,60,123,110900,35.544871794871796
2025,51931,3,20241200348700,1,2686.13,1,20241200348701,202412003487011,2686.13,69,Male,10,5620,601,8,81,15492,37.24038461538461
2025,51935,3,20240102129800,1,1981.28,1,20240102129801,202401021298011,1981.28,40,Female,10,5250,922,40,123,132000,63.46153846153846
2025,51935,3,20240102129800,1,1981.28,2,20240102129802,202401021298021,1981.28,42,Male,10,1006,831,40,111,180000,86.53846153846153
2025,51936,3,20240300628100,1,1438.92,2,20240300628102,202403006281021,1438.92,43,Male,10,800,591,50,123,150000,57.69230769230769
2025,51937,3,20240302448100,1,1160.65,1,20240302448101,202403024481011,1160.65,47,Male,10,120,700,40,111,150000,72.11538461538461
2025,51937,3,20240302448100,1,1160.65,2,20240302448102,202403024481021,1160.65,45,Female,10,1300,882,40,111,150000,72.11538461538461
2025,51938,3,20231200011100,1,2145.08,1,20231200011101,202312000111011,2145.08,56,Female,10,4760,612,55,111,144000,50.34965034965035
2025,51941,3,20240202539500,1,1630.31,2,20240202539503,202402025395031,2731.69,37,Male,10,4250,20,28,60,5000,3.434065934065934
2025,51952,3,20250106337800,1,2719.28,1,20250106337801,202501063378011,2719.28,32,Female,10,4220,900,40,73,29000,13.942307692307692
2025,51952,3,20250106337800,1,2719.28,7,20250106337802,202501063378021,2719.28,33,Male,10,4760,591,12,73,60000,96.15384615384616
2025,51953,3,20250300371900,1,1646.52,1,20250300371901,202503003719011,1646.52,46,Female,10,8620,470,40,81,47000,22.596153846153847
2025,51953,3,20250300371900,1,1646.52,2,20250300371905,202503003719051,1646.52,47,Male,10,4200,762,60,73,48000,15.384615384615385
2025,51953,3,20250300371900,1,1646.52,3,20250300371902,202503003719021,2670.37,24,Male,10,9620,410,40,73,38000,18.26923076923077
2025,51953,3,20250300371900,1,1646.52,4,20250300371903,202503003719031,2670.37,24,Male,10,5000,591,40,73,42000,20.192307692307693
2025,51958,3,20250202699400,1,1535.22,1,20250202699401,202502026994011,1535.22,55,Female,10,430,351,40,92,54000,25.96153846153846
2025,51958,3,20250202699400,1,1535.22,2,20250202699402,202502026994021,1535.22,49,Male,10,9000,410,40,111,235000,112.98076923076923
2025,51958,3,20250202699400,1,1535.22,3,20250202699403,202502026994031,1421.95,18,Female,10,4720,791,20,81,12000,11.538461538461538
2025,51960,3,20250304557600,1,2578.42,2,20250304557602,202503045576021,2578.42,51,Male,10,4250,20,47,10,93000,38.05237315875614
2025,51961,3,20240202190900,1,1117.73,1,20240202190901,202402021909011,1117.73,28,Female,10,4220,722,40,50,29000,13.942307692307692
2025,51962,3,20240203556200,1,1578.76,1,20240203556201,202402035562011,1578.76,59,Male,10,9130,471,55,73,71000,24.825174825174827
2025,51963,3,20240202426300,1,1987.13,1,20240202426301,202402024263011,1987.13,41,Female,10,910,711,40,73,180000,86.53846153846153
2025,51964,3,20250105621100,1,2306.35,1,20250105621101,202501056211011,2306.35,51,Female,10,1420,882,40,111,50000,24.03846153846154
